No of dam,WARMS Dam ID,Name of dam,Water management area,Quaternary Drainage Area,Latitude deg,Lat min,Lat sec,Longitude deg,Long min,Long sec,Town nearest,Distance from Town,Name of farm,Municipal District,Province code,Region Code,Completion date,Completion date raised,River or Watercourse,Wall type,Wall height,Crest Length (m),Spillway Type,Capacity (1000 cub m),Surface area (ha),Catchment area (sq km)),Purpose,Owner Name,Designer,Contractor,Registration date,Size,Hazard Potential,Category,Classification date,Sector,Date Last DSI,Number Last DSI,Target date
G102/AD,,MODDERASVLEI-HUIS DAM,9,G10F,33,24,1,18,54,1,RIEBEECK-WES,2,ALLESVERLOREN 641 REM. PTN. 1,MALMESBURY,WESTERN CAPE,WESTERN CAPE,1989,,KROM RIVER TR.,EARTHFILL,12,206,SIDE CHANNEL SPILLWAY,62,2,,IRRIGATION,MALAN G.,"STIGLINGH,VENTER+VENNOTE ING","COETZEE&SEUNS, VILLIERSDORP",6/28/1989,Small,Significant,2,2/17/1989,A,,0,3/31/2016
G102/AE,,DIEPKLOOF DAM,9,G10E,33,13,53,19,9,30,TULBAGH,7,VROLYKHEID 61,,WESTERN CAPE,WESTERN CAPE,1989,,KLIP RIVER,EARTHFILL,14,333,SIDE CHANNEL SPILLWAY,263,5,,IRRIGATION,HAUPTFLEISCH C.,"BESTER S.W.J., CERES",HERBST BROERS EDMS. BPK.,6/27/1989,Medium,Significant,2,10/4/1988,A,12/3/1996,1,10/31/2005
G102/AJ,,AVALON NO.1-DAM,9,G10E,33,10,15,19,9,15,TULBAGH,12,BERGPLAATS 47 PTN,TULBAGH,WESTERN CAPE,WESTERN CAPE,1991,,KLEIN BERG RIVER,EARTHFILL,30,150,OPEN CHANNEL,57,1,,IRRIGATION,THERON J.P.,BESTER S.W.J. CERES,UNKNOWN,1/10/1991,Medium,Significant,2,3/12/1991,A,11/30/2006,2,
G102/AK,,GROENRIVIER-PLAAT DAM,9,G10F,33,20,21,18,51,57,RIEBEECK-WES,1,GROENRIVIER 640,MALMESBURY,WESTERN CAPE,WESTERN CAPE,1992,,BERG RIVER/RIEVIER TR.,EARTHFILL,8,0,OPEN CHANNEL,74,2,,IRRIGATION,BRINK P. VAN DER BYL,"BOLAND OPMETING, WORCESTER",UNKNOWN,4/14/1993,Small,Low,1,4/30/1992,A,,0,
G102/AN,,KEESFONTEIN DAM,9,G10E,33,12,12,19,6,27,TULBAGH,10,ROODEZANDS KLOOF 66 PTN. 2,,WESTERN CAPE,WESTERN CAPE,1996,,ROODEZANDS RIVER,EARTHFILL,10,368,OPEN CHANNEL,203,7,,IRRIGATION,J.S.A LOMBARD,FOURIE S. NINHAM SHAND SOUTH,A. NORMAN PLANT HIRE,4/24/1997,Small,Significant,2,10/8/1992,A,4/6/2004,1,
G102/AO,,EBENHAEZER DAM,9,G10F,33,23,40,18,54,50,RIEBEECK-KASTEEL,1,BOTMAS KLOOF 661 (EBENHAEZER),,WESTERN CAPE,WESTERN CAPE,1992,,EBENHAEZER RIVER,EARTHFILL,10,768,OPEN CHANNEL,303,7,,IRRIGATION,VLOK J.L.,OWNER & C. COETZEE,COETZEE & SEUNS (EDMS.) BPK.,5/18/1992,Small,Significant,2,2/3/1994,A,10/26/1995,1,10/31/2005
G102/AP,,KERK SE DAM,9,G10F,33,22,51,18,53,46,RIEBEEK KASTEEL,1,REMHOOGTE,,WESTERN CAPE,WESTERN CAPE,1963,,KROM RIVER TR.,EARTHFILL,10,130,SIDE CHANNEL SPILLWAY,68,2,,IRRIGATION,VLOK A.J.,UNKNOWN,PIETERSE J.,5/27/1993,Small,Low,1,2/10/1994,A,,0,
G102/AQ,,MORESTER DAM,9,G10F,33,23,18.7,18,53,57.1,RIEBEEK KASTEEL,1,MORESTER,,WESTERN CAPE,WESTERN CAPE,1960,,KROM RIVER TR.,EARTHFILL,10,120,INFORMATION NOT AVAILABLE,60,1,,IRRIGATION,VLOK A.J.,UNKNOWN,UNKNOWN,5/18/1993,Small,Low,1,2/10/1994,A,,0,
G102/AR,,OU DAM,9,G10F,33,22,45,18,53,11,RIEBEEK KASTEEL,1,REMHOOGTE,,WESTERN CAPE,WESTERN CAPE,1959,,KROM RIVER TR.,EARTHFILL,10,80,SIDE CHANNEL SPILLWAY,68,1,,IRRIGATION,VLOK A.J.,UNKNOWN,PIETERSE J.,5/27/1993,Medium,Significant,2,2/10/1994,A,8/30/1996,1,8/30/1996
G102/AS,,VLEI DAM(REMHOOGTE),9,G10F,33,22,47,18,53,14,RIEBEEK KASTEEL,1,REMHOOGTE,,WESTERN CAPE,WESTERN CAPE,1988,,KROM RIVER TR.,EARTHFILL,11,165,SIDE CHANNEL SPILLWAY,53,2,,IRRIGATION,VLOK A.J.,W.C. TWORECK,W.C. TWORECK,5/27/1993,Small,Significant,2,2/10/1994,A,8/15/1998,1,8/31/2006
G102/AT,,TRONK DAM,9,G10F,33,22,8,18,53,1,RIEBEEK WES,3,ALLESVERLOREN 641,,WESTERN CAPE,WESTERN CAPE,1988,,KROM RIVER TR.,EARTHFILL,8,240,OPEN CHANNEL,68,2,,IRRIGATION,MALAN G.,TOURECK W.,DU TOIT S.F.,3/17/1993,Small,Low,1,6/13/1994,A,,0,
G102/AU,,ALLESVERLOREN-BOONSTE DAM,9,G10F,33,22,4,18,53,2,RIEBEECK-WES,3,ALLESVERLOREN 641,,WESTERN CAPE,WESTERN CAPE,1980,,KROM RIVER TR.,EARTHFILL,11,240,OPEN CHANNEL,150,2,,IRRIGATION,MALAN G.,FOURIE M.W.,DU TOIT S.F.,3/17/1993,Small,Significant,2,6/13/1994,A,8/17/1999,1,
G102/AV,,ALLESVERLOREN GROOT DAM,9,G10F,33,21,40,18,53,27,RIEBEEKWES,2,ALLESVERLOREN 642,,WESTERN CAPE,WESTERN CAPE,1965,,VIS RIVER TR.,EARTHFILL,6,350,OPEN CHANNEL,140,4,,IRRIGATION,J.G. VAN REENEN MALAN,UNKNOWN,PIETERSE JAN,3/4/1993,Small,Significant,2,6/13/1994,A,,0,3/31/2016
G102/AW,,GOEDGEVONDEN DAM,9,G10E,33,24,15,19,11,38,WOLSELEY,1,GOEDGEVONDEN 261 PTN. 3,TULBAGH,WESTERN CAPE,WESTERN CAPE,1997,,BOONTJIES RIVER TR.,EARTHFILL,13,290,SIDE CHANNEL SPILLWAY,185,5,1,IRRIGATION,CONRADIE A.,VAN ZYL T.,MARAIS BRINK (DELNIET CONSTRUCTION),6/16/1989,Medium,Significant,2,9/1/1994,A,11/1/2007,2,
G102/AX,,DE HOOP DAM,9,G10F,33,22,47,18,54,27,RIEBEEK KASTEEL,1,DE HOOP,,WESTERN CAPE,WESTERN CAPE,1963,,BERG RIVER,EARTHFILL,6,320,OPEN CHANNEL,66,4,,IRRIGATION,BRUWER H.J.,HERBST S.,HERBST S.,3/6/1993,Small,Low,1,2/23/1995,A,,0,
G102/AY,,REMHOOGTE DAMII,9,G10F,33,22,38,18,53,30,RIEBEEK KASTEEL,2,REMHOOGTE ANNEX,,WESTERN CAPE,WESTERN CAPE,1961,,KROM RIVER TR.,EARTHFILL,6,200,SIDE CHANNEL SPILLWAY,50,2,,IRRIGATION,VLOK A.J.,PIETERSON J. (WORCESTER),UNKNOWN,3/3/1993,Small,Low,1,1/10/1995,A,,0,
G102/AZ,,REMHOOGTE DAMIII,9,G10F,33,22,38,18,53,16,RIEBEEK KASTEEL,2,REMHOOGTE ANNEX,,WESTERN CAPE,WESTERN CAPE,1991,,KROM RIVER TR.,EARTHFILL,6,200,SIDE CHANNEL SPILLWAY,64,2,,IRRIGATION,VLOK A.J.,FOURIE W.,S.J. DU TOIT EN SEUN,3/3/1993,Small,Low,1,1/10/1995,A,,0,
G102/BA,,BOTMASKLOOF DAM,9,G10F,33,23,43,18,53,38,RIEBEEK-KASTEEL,4,BOTMAS KLOOF 661,,WESTERN CAPE,WESTERN CAPE,0,,BERG RIVER TR.,EARTHFILL,6,250,SIDE CHANNEL SPILLWAY,55,2,,IRRIGATION,BOTMASKLOOF TRUST,UNKNOWN,UNKNOWN,4/14/1993,Small,Low,1,2/23/1995,A,,0,
G102/BB,,STEINTHAL KLIPFONTEIN DAM,9,G10E,33,16,40.52,19,11,9.06,TULBACH,4,WITZENBERG 82 (STEINTHAL LANDGOED),,WESTERN CAPE,WESTERN CAPE,1979,,TIERKLOOF/MALKOPS RIVER TR.,EARTHFILL,15,160,OPEN CHANNEL,60,2,,IRRIGATION,SINODE VAN DIE VERENIGENDE GEREFORMEERDE KERK,WATERWESE - WES-KAAP,"NAUDE BROERS, WORCESTER",8/18/1994,Medium,Low,2,3/2/1995,O,,0,10/31/2016
G102/BC,,DE HOF DAM,9,G10F,33,23,30,18,53,23,RIEBEEK KASTEEL,2,BOTMAS KLOOF 661,,WESTERN CAPE,WESTERN CAPE,0,,BERG RIVER TR.,EARTHFILL,6,150,OPEN CHANNEL,60,2,,IRRIGATION,DU TOIT P.S.,UNKNOWN,UNKNOWN,10/25/1994,Small,Significant,2,2/23/1995,A,,0,7/31/2016
G102/BD,,LEIWATER,9,G10E,33,17,8,19,9,41,TULBAGH,1,KRUIS VALLEY 187,,WESTERN CAPE,WESTERN CAPE,1920,,KLIP RIVER TR.,EARTHFILL,9,310,OPEN CHANNEL,50,2,,INFORMATION NOT AVAILABLE,WITZENBERG LOCAL MUNICIPALITY,UNKNOWN,UNKNOWN,11/8/1994,Small,Low,1,1/10/1995,M,,0,
G102/BE,,TULBAGH-OPGAAR DAM,9,G10E,33,17,15,19,10,0,TULBAGH,1,DE ZACHTE VALLIJ 224,TULBAGH,WESTERN CAPE,WESTERN CAPE,1982,,KLIP RIVER TR.,EARTHFILL,13.8,735,OPEN CHANNEL,420,5,0.24,MUNICIPAL USE & INDUSTRIAL USE,WITZENBERG LOCAL MUNICIPALITY,V3 CONSULTING ENGINEERS,B.P. POTGIETER UITGRAWINGS,11/8/1994,Medium,Significant,2,1/10/1995,M,11/27/2008,2,
G102/BJ,,MONTROUGE DAM,9,G10E,33,11,16,19,9,23.7,TULBAGH,12,NUWE MONT ROUGE 57,,WESTERN CAPE,WESTERN CAPE,1995,,KLEIN BERG RIVER,EARTHFILL,11.9,282,OPEN CHANNEL,105,1,,IRRIGATION,DU PLESSIS J.G.,WILLEMSE D.,PENDERUS,10/24/1995,Small,Low,1,7/6/1995,A,,0,
G102/BK,,DE OUDE DROSTDY NO.13 DAM,9,G10E,33,14,44,19,10,0,TULBAGH,5,WOLWEFONTEIN 176 EN DE OUDE DROSTDY 180 RESTANTE,TULBAGH,WESTERN CAPE,WESTERN CAPE,1996,,KLIP RIVER TR.,EARTHFILL,16,320,OPEN CHANNEL,192,5,,IRRIGATION,PAUL LOUBSER PROPERTIES (PTY.) LTD.,SCHOEMAN & ASSOCIATES,LULENCO PLANT HIRE,4/30/1996,Medium,Significant,2,10/6/1995,A,7/17/2007,2,
G102/BL,,SPEN BONA DAM,9,G10F,33,22,48,18,59,36,TULBAGH,6,KOOPMANSRIVIER (SPES BONA) NO 254 REM. PTN.,TULBAGH,WESTERN CAPE,WESTERN CAPE,1972,,BOKANT BERG TRB.,EARTHFILL,5,500,OPEN CHANNEL,159,5,,IRRIGATION,VAN SANTEN A.J.,DAAN DU TOIT EN PENDERUS,PENDERUS - TULBAGH,7/10/1996,Small,Low,1,6/4/2010,A,,0,
G102/BO,,DE OUDE DROSTDY DAM NR.1,9,G10E,33,15,25,19,10,0,TULBAGH,3,DE OUDE DROSTDY 190 GED. RESTANT,,WESTERN CAPE,WESTERN CAPE,1998,,ANTJESRIVER,EARTHFILL,11.7,700,SIDE CHANNEL SPILLWAY,116,3,,IRRIGATION,PAUL LOUBSER LANDGOED (EDMS.) BPK.,OWNER,OWNER,5/11/1998,Small,Low,1,9/7/1998,A,,0,
G102/BP,,DOORNBOOM DAM,9,G10F,33,19,20,19,2,44,GOUDA,3,DOORN BOOM 199,,WESTERN CAPE,WESTERN CAPE,1998,,BERG RIVER TR.,EARTHFILL,6.5,240,SIDE CHANNEL SPILLWAY,95,6,,INFORMATION NOT AVAILABLE,TYDSTROOM BOERDERY,VHS CONSULTANTS,CTC GRONDWERKE,11/4/1998,Small,Low,1,7/27/1998,A,8/12/2003,1,
G102/BT,,PAD DAM,9,G10E,33,19,10,19,6,17,TULBAGH,5,TULBAGHWEG ERF 75,TULBAGH,WESTERN CAPE,WESTERN CAPE,2005,,KLEIN BERG RIVER,EARTHFILL,6.7,560,OPEN CHANNEL,88,284,,IRRIGATION,PB ROUX FAMILIE TRUST,D. WILLEMSE - BOLAND OPMETING,,9/21/2006,Small,Low,1,9/8/2004,A,,0,
G102/BV,,RIJ'KS DAM 1,9,G10E,33,15,51,19,8,13,TULBAGH,2,RIJK'S RIDGE 396,TULBAGH,WESTERN CAPE,WESTERN CAPE,1999,,KLIP RIVER TR.,EARTHFILL,6,270,SIDE CHANNEL,100,1,,IRRIGATION,CLACK N.,BOLAND OPMETING,PENDERIS GRONDVERSKUIWING,12/3/2003,Small,Significant,2,6/20/2005,A,,0,2/28/2006
G102/BW,,RIJK'S DAM NO 2,9,G10E,33,16,12,19,8,1,TULBAGH,2,RIJK'S RIDGE 396,TULBAGH,WESTERN CAPE,WESTERN CAPE,1998,,KLIP RIVER TR.,EARTHFILL,6,420,SIDE CHANNEL,100,1,,IRRIGATION,PACKAGING SERVICES (PTY) LTD,BOLAND OPMETING,PENDERIS GRONDVERSKUIWING,12/3/2003,Small,Significant,2,6/20/2005,A,,0,12/31/2015
G102/BX,,RIJK'S DAM NO 3,9,G10E,33,16,14,19,7,54,TULBAGH,2,RIJK'S RIDGE 396,TULBAGH,WESTERN CAPE,WESTERN CAPE,1997,,KLIP RIVER TR.,EARTHFILL,6,440,SIDE CHANNEL,100,2,,IRRIGATION,CLARK N.,BOLAND OPMETING,PENDERIS GRONDVERSKUIWING,12/3/2003,Small,Significant,2,6/20/2005,A,,0,2/28/2006
G102/BY,,RIJK'S DAM NO 4,9,G10E,33,16,31,19,7,31,TULBAGH,2,RIJK'S RIDGE 396,TULBAGH,WESTERN CAPE,WESTERN CAPE,2000,,KLIP RIVER TR.,EARTHFILL,6,260,SIDE CHANNEL,150,3,,IRRIGATION,CLARK N.,BOLAND OPMETING,PENDERIS GRONDVERSKUIWING,12/3/2003,Small,Significant,2,6/20/2005,A,,0,2/28/2006
G102/BZ,,LA GRATITUDE,9,G10F,33,14,0,19,2,9,GOUDA,7,BONNE ESPERANCE 83 PORTION 1,TULBAGH,WESTERN CAPE,WESTERN CAPE,2007,,KLEIN BERG RIVER TR.,EARTHFILL,12.3,405,SIDE CHANNEL,233,5.5,1.3,IRRIGATION,A.J DU PLESSIS FAMILY TRUST,SAREL BESTER,BURGER EARTHREMOVERS,6/23/2005,Small,Significant,2,6/27/2005,A,12/10/2007,1,
G102/CA,,VIN DOUX,9,G10E,33,15,6,19,7,13,TULBAGH,5,PTN  7  LE  RHONE 103,,WESTERN CAPE,WESTERN CAPE,,,TRIB. OF KLEIN BERG RIVER,EARTHFILL,6,400,,120,3.5,,,ORCOM TRADING 130 (PTY) LTD,UNKNOWN,UNKNOWN,6/22/2006,Small,Low,1,6/22/2006,A,,0,
G102/CD,,MODDERAS,9,G10E,33,12,37.9,19,7,22.8,TULBAGH,10,ROODE ZANDS KLOOF 66 PTN 1,TULBAGH,WESTERN CAPE,WESTERN CAPE,2009,,ROODEZANDS TRB,EARTHFILL,13.8,286,OPEN CHANNEL,200,4.52,0,IRRIGATION,MODDERASRIVIER TRUST,VAN BREDA & ASSOCIATE,,5/16/2008,Medium,Significant,2,6/10/2008,A,,0,4/29/2016
G102/CE,,SARON MUNICIPAL,9,G10F,33,11,5,19,0,5,SARON,,SARON 40,PORTERVILLE,WESTERN CAPE,WESTERN CAPE,,,TRB. OF KLEIN BERG,EARTHFILL,9,320,OPEN CHANNEL,291,9.9,0,RECREATION & STORMWATER RETENTION,DRAKENSTEIN LOCAL MUNICIPALITY,,,1/20/2009,Small,Significant,2,4/3/2009,M,,0,10/30/2015
G102/CG,,KLEINBERGRIVIER DAM 2,9,G10F,33,14,2,19,1,45,GOUDA,10,BONNE ESPERANCE 83 PORTION 1,TULBAGH,WESTERN CAPE,WESTERN CAPE,,,KLEIN BERG RIVER TR.,EARTHFILL,10,337,SIDE CHANNEL,280,8.3,1.3,IRRIGATION,A.J DU PLESSIS FAMILY TRUST,WILLEMSE P.,BURGER EARTHREMOVERS,6/23/2005,Small,Low,1,3/28/2011,A,,0,
G102/CH,0,CRAFFORD DAM,9,G10E,33,13,58,19,6,26,TULBAGH,6,PTN 4 TWEE JONGE GEZELLEN 65,TULBAGH,WESTERN CAPE,WESTERN CAPE,,,ROODEZANDS RIVER TR.,EARTHFILL,8,558,SIDE CHANNEL,238,7.1,0,IRRIGATION,ROBERTSON BULK WINE CO.,,,8/15/2013,Small,Low,1,10/8/2013,A,,0,
G102/CI,0,ROODEZANNDHOEK DAM,9,G10E,33,13,47,19,6,51,TULBAGH,6,PTN 4 TWEE JONGE GEZELLEN 65,TULBAGH,WESTERN CAPE,WESTERN CAPE,,,ROODEZANDS RIVER,EARTHFILL,10,397,SIDE CHANNEL,406,13.5,0,IRRIGATION,ROBERTSON BULK WINE CO.,,,8/15/2013,Small,Low,1,10/8/2013,A,,0,
G102/CN,0,FAIRVIEW DAM,,,33,12,29.4,19,10,28.5,TULBAGH,11,FARM 389,TULBAGH,Unknown,Unknown,2013,,KLEINBERG RIVER TR.,EARTHFILL,16,300,,130,17.7,0,IRRIGATION,THERON FAMILY TRUST,,,9/18/2015,Medium,Significant,2,9/14/2015,,,0,
G103/01,,HILLSIDENO.2-DAM,9,G10L,33,28,48,18,31,24,MAMRE-WEG,5,HILLSIDE-WES,,WESTERN CAPE,WESTERN CAPE,1975,,GROEN RIVER,EARTHFILL,6,360,NO SPILLWAY,69,1,,IRRIGATION,DE VILLIERS J.J.H.,H.A. OLIVIER & SEUN,H.A. OLIVIER & SEUN,6/27/1987,Small,Low,1,8/18/1987,A,,0,
G103/03,,ELSANA DAM,9,G10L,33,25,2,18,37,30,MALMESBURY,17,LANGE KLOOF 701 RESTANT (ELSANA),,WESTERN CAPE,WESTERN CAPE,1996,,GROEN RIVER TR.,EARTHFILL,7,120,OPEN CHANNEL,250,5,,IRRIGATION,ELSANA,DEPT. LANDBOU,OWNER,8/1/1997,Small,Low,1,9/16/1994,A,,0,
G103/04,,SAAMSTAAN DAM,9,G10L,33,22,20,18,40,50,MALMESBURY,10,SAAMSTAAN ANNEX 600,MALMESBURY,WESTERN CAPE,WESTERN CAPE,1995,,KROM RIVER TR.,EARTHFILL,10,252,SIDE CHANNEL,140,4,,IRRIGATION,NEETHLING CJ,VAN BREDA J.,STARKE C.,5/19/1995,Small,Low,1,2/23/1995,A,,0,
G103/05,,NIEUWEPOST DAM,9,G10L,33,28,5,18,30,24,DARLING,20,NIEUWEPOST,MALMESBURY,WESTERN CAPE,WESTERN CAPE,0,,GROEN RIVER,EARTHFILL,10,0,,115,0,,IRRIGATION,NIEUWEPOST PLASE (EDMS) BPK.,,,9/21/2010,Small,Low,1,2/2/1996,A,,0,
G103/06,,JANUARIESKRAAL DAM,9,G10L,33,25,12,18,27,16,DARLING,9,JANUARYS KRAAL 580 GED. 9 VAN GED. 8,,WESTERN CAPE,WESTERN CAPE,1997,,GROEN RIVER TR.,EARTHFILL,9,420,OPEN CHANNEL,250,8,,IRRIGATION,LE ROUX F.,NINHAM SHAND (S. FOURIE),DELNIET KONSTRUKSIE (E) BPK.,8/20/1997,Small,Significant,2,2/17/1997,A,8/22/2003,1,
G104/87,,DRIEFONTEIN DAM,9,G10L,33,18,40,18,44,30,MALMESBURY,18,ZOUTFONTEIN ZUID 519 RESTANT,,WESTERN CAPE,WESTERN CAPE,1982,,KROM RIVER,EARTHFILL,10,200,SIDE CHANNEL SPILLWAY,360,20,,IRRIGATION,DE JAGER  C.,UNKNOWN,OWNER,10/30/1986,Small,Low,1,10/14/1991,A,,0,
G104/89,,INCE DAM,9,G10K,32,47,46,18,45,4,PIKETBERG,16,STEENEBRUG 153 (BUGLER'S POST) PTN 9,PIKETBERG,WESTERN CAPE,WESTERN CAPE,1972,,BOESMANS RIVER TR.,EARTHFILL,20,80,OPEN CHANNEL,87,1.75,1,IRRIGATION,JML & JCB INCE,NINHAM SHAND (CAPE) INC.,BRINK BROERS,1/6/1987,Medium,Low,2,10/14/1991,A,2/8/2016,1,
G104/90,,HOUDCONSTANT DAM,9,G10H,33,0,54,19,1,21,PORTERVILLE,1,HOUDCONSTANT B 205  REM. AND PORTION 18,,WESTERN CAPE,WESTERN CAPE,1983,,JAKKALSKLOOF RIVER TR.,EARTHFILL,17,530,OPEN CHANNEL,380,8,,IRRIGATION,INCE J.M.L.,C.A.W. SCHUMANN,HERBST BROERS (EDMS.) BPK.,1/6/1987,Medium,High,3,10/27/1993,A,7/6/1999,2,8/29/2008
G104/91,,OLD HOUDCONSTANT DAM,9,G10H,33,0,44,19,1,0.6,PORTERVILLE,4,HOUDCONSTANT B 205 REM.,,WESTERN CAPE,WESTERN CAPE,0,,WATERVALKLOOF RIVER TR.,EARTHFILL,8,500,OPEN CHANNEL,60,2,,IRRIGATION,INCE J.M.L.,UNKNOWN,PIETERSE J.,1/6/1987,Small,Low,1,7/20/1994,A,,0,
G104/92,,KERR DAM,9,G10K,32,47,25,18,45,12,PIKETBERG,17,STEENEBRUG 153 (BUGLER'S POST),PIKETBERG,WESTERN CAPE,WESTERN CAPE,1986,,,EARTHFILL,22,450,OPEN CHANNEL,249,4,0.6,IRRIGATION,JML & JCB INCE,NINHAM SHAND (CAPE) INC.,HERBST BROERS (EDMS.) BPK.,1/6/1987,Medium,Significant,2,10/22/2013,A,10/2/2014,1,
G104/93,,LANGBERG MAIN DAM,9,G10K,32,47,57.1,18,39,15.6,PIKETBERG,15,LANGBERG 91,PIKETBERG,WESTERN CAPE,WESTERN CAPE,1987,,PLATKLOOF RIVER,EARTHFILL,15,245,SIDE CHANNEL SPILLWAY,208,5,,IRRIGATION,WHITFIELD A.R.,"BESTER S.W.J., CERES",HERBST BROERS (EDMS.) BPK.,1/14/1987,Medium,Low,2,6/3/1994,A,,0,
G104/94,,MOUTONS VALLEY UPPER MOUNTAIN DAM,9,G10K,32,45,41,18,41,21,PIKETBERG,18,MOUTONS VALLEY A80,,WESTERN CAPE,WESTERN CAPE,1973,,BOESMANS RIVER TR.,EARTHFILL,18,365,SIDE CHANNEL SPILLWAY,282,7,,IRRIGATION,MOUTONS VALLEY ESTATE (PTY) LTD,NINHAM SHAND (CAPE) INC.,BRINK BROERS,11/17/1986,Medium,Low,2,12/19/1990,A,,0,10/31/2016
G104/96,,BLOU DAM,9,G10J,33,8,14,18,58,41.7,PORTERVILLE,18,HALFMANSHOF 11 PTN. 8,TULBAGH,WESTERN CAPE,WESTERN CAPE,1988,,VIER EN TWINTIG RIVIERE RIVER TR.,EARTHFILL,8,470,SIDE CHANNEL SPILLWAY,350,13,3.55,IRRIGATION,ESTATE FRUIT,"BESTER S.W.J, CERES",HERBST BROTHERS (PTY.)  LTD.,1/19/1989,Small,Significant,2,7/7/1987,A,2/11/2010,2,
G104/97,,DIEPKLOOF ROOIKLIP,9,G10K,32,47,48,18,41,23,PIKETBERG,20,MOUTONS VALLEY 79,,WESTERN CAPE,WESTERN CAPE,1976,,BOESMANS TR.,EARTHFILL,16,165,OPEN CHANNEL,107,2,,IRRIGATION,AFRIPLEX (PTY) LTD,UNKNOWN,HERBST BROERS (EDMS.) BPK.,6/17/1988,Medium,Significant,2,11/11/2004,A,12/10/2003,1,
G104/98,,ACHTERVLEI-SEMENT DAM,9,G10K,32,48,1,18,40,47,PIKETBERG,20,ACHTERVLEI 92  / FARM 273,PIKETBERG,WESTERN CAPE,WESTERN CAPE,1968,,BOESMANS RIVER TR.,EARTHFILL,10,323,OPEN CHANNEL,165,4,,IRRIGATION,A.J.F. EIGELAAR EN SEUNS (EDMS) BPK.,UNKNOWN,UNKNOWN,6/17/1988,Small,Significant,2,6/3/1994,A,4/22/1999,1,8/29/2008
G104/AB,,TIERKLOOFNO.2-DAM,9,G10H,32,49,4,18,44,37,PIKETBERG,15,VOORSTE VALLEY 152 (TIERKLOOF),PIKETBERG,WESTERN CAPE,WESTERN CAPE,1981,,TIERKLOOF RIVER,EARTHFILL,13,210,SIDE CHANNEL SPILLWAY,121,26,,IRRIGATION,GREEFF BOERDERY (PTY) LTD,UNKNOWN,HERBST BROERS (EDMS.) BPK.,8/18/1987,Medium,Low,2,10/18/1991,A,,0,10/31/2016
G104/AE,,VOORSTEVLEI-GROOT NO.3-DAM,9,G10K,32,49,45.8,18,44,17.5,PIKETBERG,15,VOORSTE VALLEY 152 (VOORSTEVLEI),PIKETBERG,WESTERN CAPE,WESTERN CAPE,1980,,WATERVALKLOOF RIVER,EARTHFILL,9,350,SIDE CHANNEL,119,26,,IRRIGATION,GREEFF FARMING (PTY) LTD.,UNKNOWN,HERBST BROERS (EDMS.) BPK.,8/18/1987,Small,Significant,2,10/18/1991,A,,0,7/31/2016
G104/AF,,VARK DAM,9,G10J,33,6,34,18,45,22,MOOREESBURG,10,KARNEMELKSVALLEY 397,MALMESBURY,WESTERN CAPE,WESTERN CAPE,1977,,BERG RIVER,EARTHFILL,18,320,SIDE CHANNEL SPILLWAY,150,3,,INFORMATION NOT AVAILABLE,KOTZE J.C,UNKNOWN,H.D. OLIVIER,3/18/1988,Medium,Low,2,10/16/2013,A,,0,8/31/2016
G104/AG,,STEYL DAM,9,G10J,33,8,57,18,58,5.4,PORTERVILLE,16,OAKGLEN B,TULBAGH,WESTERN CAPE,WESTERN CAPE,1985,,VIER EN TWINTIG RIVIERE RIVER,EARTHFILL,15,250,SIDE CHANNEL SPILLWAY,130,1,,IRRIGATION,KOTZE J.C.,UNKNOWN,F. STEYL,5/18/1988,Not Classified,Not Classified,0,,A,,0,
G104/AH,,VOORBERG JAN PAN-SE-DAM,9,G10J,33,5,17,19,1,41,PORTERVILLE,10,GELUK 26,,GAUTENG,WESTERN CAPE,0,,BOS RIVER,EARTHFILL,8,550,SIDE CHANNEL SPILLWAY,124,5,,IRRIGATION,DEPARTMENT OF CORRECTIONAL SERVICES,UNKNOWN,UNKNOWN,6/9/1988,Small,Low,1,3/17/1989,S,,0,
G104/AI,,VOORBERG-BRONBERG DAM,9,G10J,33,5,30,19,1,55,PORTERVILLE,9,PORTION 3 OF FARM GELUK 26,CERES,WESTERN CAPE,WESTERN CAPE,,1995,MELKBOOMKLOOF,EARTHFILL,18,520,OPEN CHANNEL,478,7,2.13,IRRIGATION,DEPARTMENT OF PUBLIC WORKS,UNKNOWN,UNKNOWN,4/10/1996,Medium,Significant,2,6/15/1993,S,1/16/2009,2,10/30/2015
G104/AK,,VOORBERG-WJM DAM,9,G10J,33,4,58,19,2,25,PORTERVILLE,8,DE LUST 25,PIKETBERG,WESTERN CAPE,WESTERN CAPE,1978,,KOK SE WERF,EARTHFILL,22,440,SIDE CHANNEL,300,3,2,IRRIGATION & DOMESTIC USE,DEPARTMENT OF PUBLIC WORKS,"SUTHERLAND, CRONJE + GOOSEN",W.J.M. CONSTRUCTION,6/9/1988,Medium,Significant,2,8/3/1988,S,4/8/2009,3,10/30/2015
G104/AL,,VOORSPOED DAM,9,G10J,33,20,5,18,48,39,RIEBEECK-WES,8,VOORSPOED 511 RESTANT,,WESTERN CAPE,WESTERN CAPE,1972,,RIEBEECKS RIVER,EARTHFILL,9,350,INFORMATION NOT AVAILABLE,96,2,,IRRIGATION,WALTERS S.S.,UNKNOWN,UNKNOWN,9/20/1988,Small,Low,1,2/3/1994,A,,0,
